ASSET,TYPE,TYPOLOGY,UNIQUE ID,INDEX,PHASE,PRECINCT,PARKING RATIO,PODIUM HEIGHT,TYPICAL FLOOR HEIGHT,PERMANENT SEATING,TEMPORARY SEATING,PUBLIC REALM,LEVEL,RATIO VALUES,PLOT,SUB-PLOT,EFFICIENCY,PARKING FORMULA,RESIDENTIAL POPULATION,AVG UNIT,GFA,TOTAL KEYS,EMPLOYEE RATE,AREA,CUSTOM COUNT,VISITOR RATE,GFA* EMPLOYEE RATE,SEATS*EMPLOYEE RATE,GLA*EMPLOYEE RATE,TOTAL SEATS,BUA,*TOTAL KEYS*EMPLOYEE RATE,NLA,GLA,*CUSTOM COUNT * EMPLOYEE RATE,EMPLOYEE RATE * (GFA*VISITOR RATE),EMPLOYEE TOTALS,GFA*VISITOR RATE,EMPLOYEE TOTAL*VISITOR RATE,RESI RATE * VISITOR RATE,TOTAL KEYS * VISITOR RATE,TOTAL SEATS * VISITOR RATE,GLA * VISITOR RATE,VISITOR TOTALS,*RESIDENTIAL TOTALS,*POPULATION TOTALS,BUILDING FOOTPRINT,PARKING AVAILABLE,QQ_1E_DETAILED RESID POP.TOTAL RESID POPULATION,QQ_1E_DETAILED RESID POP.NEW RESI *RATE,QQ_1E_DETAILED RESID POP.TOTAL RESIDENTIAL UNITS,MERGED TOTAL VISITORS,SUB PLOT AREA,CAPACITY,AVERAGE ROOM UNIT,TOTAL UNITS/KEYS,PARKING REQUIRED,CITY DISTRICT,*DETAILED RESI POPULATION,MERGED SUB-PLOT
PLAZA,PLAZA D,PLD,CC-001-00_0,CC-001-00_0-22371-GA LEVEL AOD-PLD,1,STADIUM PRECINCT,0,0,0,0,0,Yes,GA LEVEL AOD,0,CC-001,00,0,NO PROVISION,0,0,0,,0,22371,1,0,,,,0,0,,0,0,,,0,,,,,0,,0,0,0,0,0,,,,0,22371,0,0,,0,CITY SOUTH,,CC-001-00
PLAZA,PLAZA D,PLD,CC-001-00_0,CC-001-00_0-9991-GA LEVEL AOD-PLD,1,WEST CLIFF PRECINCT,0,0,0,0,0,Yes,GA LEVEL AOD,0,CC-001,00,0,NO PROVISION,0,0,0,,0,9991,1,0,,,,0,0,,0,0,,,0,,,,,0,,0,0,0,0,0,,,,0,9991,0,0,,0,CITY SOUTH,,CC-001-00
PLAZA,PLAZA C,PLC,CC-001-00_0,CC-001-00_0-9637-GA LEVEL AOD-PLC,1,WEST CLIFF PRECINCT,0,0,0,0,0,Yes,GA LEVEL AOD,0,CC-001,00,0,NO PROVISION,0,0,0,,0,9637,1,0,,,,0,0,,0,0,,,0,,,,,0,,0,0,0,0,0,,,,0,9637,0,0,,0,CITY SOUTH,,CC-001-00
PLAZA,PLAZA A,PLA,CC-001-01_A,CC-001-01_A-24252-GA LEVEL AOD-PLA,1,STADIUM PRECINCT,0,0,0,0,0,Yes,GA LEVEL AOD,0,CC-001,01,0,NO PROVISION,0,0,0,,0,24252,1,0,,,,0,0,,0,0,,,0,,,,,0,,0,0,0,0,0,,,,0,24252,0,0,,0,CITY SOUTH,,CC-001-01
PLAZA,PLAZA B,PLB,CC-001-01_A,CC-001-01_A-3186-GA LEVEL AOD-PLB,1,STADIUM PRECINCT,0,0,0,0,0,Yes,GA LEVEL AOD,0,CC-001,01,0,NO PROVISION,0,0,0,,0,3186,1,0,,,,0,0,,0,0,,,0,,,,,0,,0,0,0,0,0,,,,0,3186,0,0,,0,CITY SOUTH,,CC-001-01
PLAZA,PLAZA A,PLA,CC-001-01_A,CC-001-01_A-5080-GA LEVEL AOD-PLA,1,STADIUM PRECINCT,0,0,0,0,0,Yes,GA LEVEL AOD,0,CC-001,01,0,NO PROVISION,0,0,0,,0,5080,1,0,,,,0,0,,0,0,,,0,,,,,0,,0,0,0,0,0,,,,0,5080,0,0,,0,CITY SOUTH,,CC-001-01
PLAZA,PLAZA B,PLB,CC-001-01_A,CC-001-01_A-17449-GA LEVEL AOD-PLB,1,STADIUM PRECINCT,0,0,0,0,0,Yes,GA LEVEL AOD,0,CC-001,01,0,NO PROVISION,0,0,0,,0,17449,1,0,,,,0,0,,0,0,,,0,,,,,0,,0,0,0,0,0,,,,0,17449,0,0,,0,CITY SOUTH,,CC-001-01
SPORTS,STADIUM,STAD,CC-001-01_A,CC-001-01_A-47996-GA LEVEL PARKING B1-STAD,1,STADIUM PRECINCT,0,6.5,6.5,40000,0,No,GA LEVEL PARKING B1,0.2,CC-001,01,0.75,NO PROVISION,0,40000,47996,,0.05,47996,1,1,,,,40000,47996,,35997,35997,,,0,,,,,0,,0,0,0,0,0,,,,0,0,40000,0,,0,CITY SOUTH,,CC-001-01
SPORTS,STADIUM,STAD,CC-001-01_A,CC-001-01_A-36822-GA LEVEL AOD-STAD,1,STADIUM PRECINCT,0,6.5,6.5,40000,0,No,GA LEVEL AOD,0.2,CC-001,01,0.75,NO PROVISION,0,40000,36822,,0.05,36822,1,1,,2000,,40000,36822,,27616.5,27616,,,2000,,,,,40000,,40000,0,42000,36822,0,,,,40000,36822,40000,0,,0,CITY SOUTH,,CC-001-01
PLAZA,PLAZA B,PLB,CC-001-02_A,CC-001-02_A-7774-GA LEVEL AOD-PLB,1,STADIUM PRECINCT,0,0,0,0,0,Yes,GA LEVEL AOD,0,CC-001,02,0,NO PROVISION,0,0,0,,0,7774,1,0,,,,0,0,,0,0,,,0,,,,,0,,0,0,0,0,0,,,,0,7774,0,0,,0,CITY SOUTH,,CC-001-02
HOTEL,MIDSCALE HOTEL 3*,H38MSH,CC-001-02_A,CC-001-02_A-792-GA LEVEL AOD-H38MSH,1,STADIUM PRECINCT,0,6.5,3.5,0,0,No,GA LEVEL AOD,0,CC-001,02,0.75,TOTAL KEYS*0.24,0,44,792,18,0.6,792,1,1.5,,,,0,792,11,594,594,,,11,,,,27,0,,27,0,38,792,0,,,,27,792,0,44,18,4.32,CITY SOUTH,,CC-001-02
HOTEL,MIDSCALE HOTEL 3*,H38MSH,CC-001-02_A,CC-001-02_A-822-GA LEVEL AOD-H38MSH,1,STADIUM PRECINCT,0,6.5,3.5,0,0,No,GA LEVEL AOD,0,CC-001,02,0.75,TOTAL KEYS*0.24,0,44,822,19,0.6,822,1,1.5,,,,0,822,11,616.5,616,,,11,,,,28.5,0,,28,0,39,822,0,,,,28,822,0,44,18.68181818,4.483636364,CITY SOUTH,,CC-001-02
HOTEL,MIDSCALE HOTEL 3*,H38MSH,CC-001-02_A,CC-001-02_A-822-OFFA 2F-H38MSH,1,STADIUM PRECINCT,0,6.5,3.5,0,0,No,OFFA 2F,0,CC-001,02,0.75,TOTAL KEYS*0.24,0,44,822,19,0.6,822,1,1.5,,,,0,822,11,616.5,616,,,11,,,,28.5,0,,28,0,39,0,0,,,,28,0,0,44,18.68181818,4.483636364,CITY SOUTH,,CC-001-02
HOTEL,MIDSCALE HOTEL 3*,H38MSH,CC-001-02_A,CC-001-02_A-822-RESA 3F-H38MSH,1,STADIUM PRECINCT,0,6.5,3.5,0,0,No,RESA 3F,0,CC-001,02,0.75,TOTAL KEYS*0.24,0,44,822,19,0.6,822,1,1.5,,,,0,822,11,616.5,616,,,11,,,,28.5,0,,28,0,39,0,0,,,,28,0,0,44,18.68181818,4.483636364,CITY SOUTH,,CC-001-02
HOTEL,MIDSCALE HOTEL 3*,H38MSH,CC-001-02_A,CC-001-02_A-822-RESA 4F-H38MSH,1,STADIUM PRECINCT,0,6.5,3.5,0,0,No,RESA 4F,0,CC-001,02,0.75,TOTAL KEYS*0.24,0,44,822,19,0.6,822,1,1.5,,,,0,822,11,616.5,616,,,11,,,,28.5,0,,28,0,39,0,0,,,,28,0,0,44,18.68181818,4.483636364,CITY SOUTH,,CC-001-02
HOTEL,MIDSCALE HOTEL 3*,H38MSH,CC-001-02_A,CC-001-02_A-822-RESA 5F-H38MSH,1,STADIUM PRECINCT,0,6.5,3.5,0,0,No,RESA 5F,0,CC-001,02,0.75,TOTAL KEYS*0.24,0,44,822,19,0.6,822,1,1.5,,,,0,822,11,616.5,616,,,11,,,,28.5,0,,28,0,39,0,0,,,,28,0,0,44,18.68181818,4.483636364,CITY SOUTH,,CC-001-02
HOTEL,MIDSCALE HOTEL 3*,H38MSH,CC-001-02_A,CC-001-02_A-822-RESA 6F-H38MSH,1,STADIUM PRECINCT,0,6.5,3.5,0,0,No,RESA 6F,0,CC-001,02,0.75,TOTAL KEYS*0.24,0,44,822,19,0.6,822,1,1.5,,,,0,822,11,616.5,616,,,11,,,,28.5,0,,28,0,39,0,0,,,,28,0,0,44,18.68181818,4.483636364,CITY SOUTH,,CC-001-02
HOTEL,MIDSCALE HOTEL 3*,H38MSH,CC-001-02_A,CC-001-02_A-822-RESA 7F-H38MSH,1,STADIUM PRECINCT,0,6.5,3.5,0,0,No,RESA 7F,0,CC-001,02,0.75,TOTAL KEYS*0.24,0,44,822,19,0.6,822,1,1.5,,,,0,822,11,616.5,616,,,11,,,,28.5,0,,28,0,39,0,0,,,,28,0,0,44,18.68181818,4.483636364,CITY SOUTH,,CC-001-02
PARKING,PARKING BASEMENT,PB,CC-001-02_A,CC-001-02_A-2982-GA LEVEL PARKING B2-PB,1,STADIUM PRECINCT,0,0,0,0,0,No,GA LEVEL PARKING B2,0.02381,CC-001,02,0,NO PROVISION,0,0,0,,0,2982,1,0,,,,0,2982,,0,0,,,0,,,,,0,,0,0,0,0,71.00142,,,,0,0,0,0,,0,CITY SOUTH,,CC-001-02
PARKING,PARKING BASEMENT,PB,CC-001-02_A,CC-001-02_A-2982-GA LEVEL PARKING B1-PB,1,STADIUM PRECINCT,0,0,0,0,0,No,GA LEVEL PARKING B1,0.02381,CC-001,02,0,NO PROVISION,0,0,0,,0,2982,1,0,,,,0,2982,,0,0,,,0,,,,,0,,0,0,0,0,71.00142,,,,0,0,0,0,,0,CITY SOUTH,,CC-001-02
PLAZA,PLAZA A,PLA,CC-001-02_A,CC-001-02_A-8312-GA LEVEL AOD-PLA,1,STADIUM PRECINCT,0,0,0,0,0,Yes,GA LEVEL AOD,0,CC-001,02,0,NO PROVISION,0,0,0,,0,8312,1,0,,,,0,0,,0,0,,,0,,,,,0,,0,0,0,0,0,,,,0,8312,0,0,,0,CITY SOUTH,,CC-001-02
HOTEL,UPSCALE HOTEL 4*,H38USH,CC-001-02_A,CC-001-02_A-451-GA LEVEL AOD-H38USH,1,STADIUM PRECINCT,0,6.5,3.5,0,0,No,GA LEVEL AOD,0,CC-001,02,0.75,TOTAL KEYS*0.24,0,111,451,4,0.6,451,1,1.5,,,,0,451,2,338.25,338,,,2,,,,6,0,,6,0,8,451,0,,,,6,451,0,111,4.063063063,0.975135135,CITY SOUTH,,CC-001-02
HOTEL,UPSCALE HOTEL 4*,H38USH,CC-001-02_A,CC-001-02_A-608-GA LEVEL AOD-H38USH,1,STADIUM PRECINCT,0,6.5,3.5,0,0,No,GA LEVEL AOD,0,CC-001,02,0.75,TOTAL KEYS*0.24,0,111,608,5,0.6,608,1,1.5,,,,0,608,3,456,456,,,3,,,,7.5,0,,8,0,11,608,0,,,,8,608,0,111,5.477477477,1.314594595,CITY SOUTH,,CC-001-02
HOTEL,UPSCALE HOTEL 4*,H38USH,CC-001-02_A,CC-001-02_A-451-OFFA 1M-H38USH,1,STADIUM PRECINCT,0,6.5,3.5,0,0,No,OFFA 1M,0,CC-001,02,0.75,TOTAL KEYS*0.24,0,111,451,4,0.6,451,1,1.5,,,,0,451,2,338.25,338,,,2,,,,6,0,,6,0,8,0,0,,,,6,0,0,111,4.063063063,0.975135135,CITY SOUTH,,CC-001-02
HOTEL,UPSCALE HOTEL 4*,H38USH,CC-001-02_A,CC-001-02_A-567-OFFA 1M-H38USH,1,STADIUM PRECINCT,0,6.5,3.5,0,0,No,OFFA 1M,0,CC-001,02,0.75,TOTAL KEYS*0.24,0,111,567,5,0.6,567,1,1.5,,,,0,567,3,425.25,425,,,3,,,,7.5,0,,8,0,11,0,0,,,,8,0,0,111,5.108108108,1.225945946,CITY SOUTH,,CC-001-02
HOTEL,UPSCALE HOTEL 4*,H38USH,CC-001-02_A,CC-001-02_A-451-OFFA 2F-H38USH,1,STADIUM PRECINCT,0,6.5,3.5,0,0,No,OFFA 2F,0,CC-001,02,0.75,TOTAL KEYS*0.24,0,111,451,4,0.6,451,1,1.5,,,,0,451,2,338.25,338,,,2,,,,6,0,,6,0,8,0,0,,,,6,0,0,111,4.063063063,0.975135135,CITY SOUTH,,CC-001-02
HOTEL,UPSCALE HOTEL 4*,H38USH,CC-001-02_A,CC-001-02_A-567-OFFA 2F-H38USH,1,STADIUM PRECINCT,0,6.5,3.5,0,0,No,OFFA 2F,0,CC-001,02,0.75,TOTAL KEYS*0.24,0,111,567,5,0.6,567,1,1.5,,,,0,567,3,425.25,425,,,3,,,,7.5,0,,8,0,11,0,0,,,,8,0,0,111,5.108108108,1.225945946,CITY SOUTH,,CC-001-02
HOTEL,UPSCALE HOTEL 4*,H38USH,CC-001-02_A,CC-001-02_A-451-RESA 3F-H38USH,1,STADIUM PRECINCT,0,6.5,3.5,0,0,No,RESA 3F,0,CC-001,02,0.75,TOTAL KEYS*0.24,0,111,451,4,0.6,451,1,1.5,,,,0,451,2,338.25,338,,,2,,,,6,0,,6,0,8,0,0,,,,6,0,0,111,4.063063063,0.975135135,CITY SOUTH,,CC-001-02
HOTEL,UPSCALE HOTEL 4*,H38USH,CC-001-02_A,CC-001-02_A-567-RESA 3F-H38USH,1,STADIUM PRECINCT,0,6.5,3.5,0,0,No,RESA 3F,0,CC-001,02,0.75,TOTAL KEYS*0.24,0,111,567,5,0.6,567,1,1.5,,,,0,567,3,425.25,425,,,3,,,,7.5,0,,8,0,11,0,0,,,,8,0,0,111,5.108108108,1.225945946,CITY SOUTH,,CC-001-02
HOTEL,UPSCALE HOTEL 4*,H38USH,CC-001-02_A,CC-001-02_A-451-RESA 4F-H38USH,1,STADIUM PRECINCT,0,6.5,3.5,0,0,No,RESA 4F,0,CC-001,02,0.75,TOTAL KEYS*0.24,0,111,451,4,0.6,451,1,1.5,,,,0,451,2,338.25,338,,,2,,,,6,0,,6,0,8,0,0,,,,6,0,0,111,4.063063063,0.975135135,CITY SOUTH,,CC-001-02
HOTEL,UPSCALE HOTEL 4*,H38USH,CC-001-02_A,CC-001-02_A-567-RESA 4F-H38USH,1,STADIUM PRECINCT,0,6.5,3.5,0,0,No,RESA 4F,0,CC-001,02,0.75,TOTAL KEYS*0.24,0,111,567,5,0.6,567,1,1.5,,,,0,567,3,425.25,425,,,3,,,,7.5,0,,8,0,11,0,0,,,,8,0,0,111,5.108108108,1.225945946,CITY SOUTH,,CC-001-02
HOTEL,UPSCALE HOTEL 4*,H38USH,CC-001-02_A,CC-001-02_A-451-RESA 5F-H38USH,1,STADIUM PRECINCT,0,6.5,3.5,0,0,No,RESA 5F,0,CC-001,02,0.75,TOTAL KEYS*0.24,0,111,451,4,0.6,451,1,1.5,,,,0,451,2,338.25,338,,,2,,,,6,0,,6,0,8,0,0,,,,6,0,0,111,4.063063063,0.975135135,CITY SOUTH,,CC-001-02
HOTEL,UPSCALE HOTEL 4*,H38USH,CC-001-02_A,CC-001-02_A-567-RESA 5F-H38USH,1,STADIUM PRECINCT,0,6.5,3.5,0,0,No,RESA 5F,0,CC-001,02,0.75,TOTAL KEYS*0.24,0,111,567,5,0.6,567,1,1.5,,,,0,567,3,425.25,425,,,3,,,,7.5,0,,8,0,11,0,0,,,,8,0,0,111,5.108108108,1.225945946,CITY SOUTH,,CC-001-02
HOTEL,UPSCALE HOTEL 4*,H38USH,CC-001-02_A,CC-001-02_A-451-RESA 6F-H38USH,1,STADIUM PRECINCT,0,6.5,3.5,0,0,No,RESA 6F,0,CC-001,02,0.75,TOTAL KEYS*0.24,0,111,451,4,0.6,451,1,1.5,,,,0,451,2,338.25,338,,,2,,,,6,0,,6,0,8,0,0,,,,6,0,0,111,4.063063063,0.975135135,CITY SOUTH,,CC-001-02
HOTEL,UPSCALE HOTEL 4*,H38USH,CC-001-02_A,CC-001-02_A-567-RESA 6F-H38USH,1,STADIUM PRECINCT,0,6.5,3.5,0,0,No,RESA 6F,0,CC-001,02,0.75,TOTAL KEYS*0.24,0,111,567,5,0.6,567,1,1.5,,,,0,567,3,425.25,425,,,3,,,,7.5,0,,8,0,11,0,0,,,,8,0,0,111,5.108108108,1.225945946,CITY SOUTH,,CC-001-02
HOTEL,UPSCALE HOTEL 4*,H38USH,CC-001-02_A,CC-001-02_A-451-RESA 7F-H38USH,1,STADIUM PRECINCT,0,6.5,3.5,0,0,No,RESA 7F,0,CC-001,02,0.75,TOTAL KEYS*0.24,0,111,451,4,0.6,451,1,1.5,,,,0,451,2,338.25,338,,,2,,,,6,0,,6,0,8,0,0,,,,6,0,0,111,4.063063063,0.975135135,CITY SOUTH,,CC-001-02
HOTEL,UPSCALE HOTEL 4*,H38USH,CC-001-02_A,CC-001-02_A-567-RESA 7F-H38USH,1,STADIUM PRECINCT,0,6.5,3.5,0,0,No,RESA 7F,0,CC-001,02,0.75,TOTAL KEYS*0.24,0,111,567,5,0.6,567,1,1.5,,,,0,567,3,425.25,425,,,3,,,,7.5,0,,8,0,11,0,0,,,,8,0,0,111,5.108108108,1.225945946,CITY SOUTH,,CC-001-02
HOTEL,UPSCALE HOTEL 4*,H38USH,CC-001-02_A,CC-001-02_A-451-RESA 8F-H38USH,1,STADIUM PRECINCT,0,6.5,3.5,0,0,No,RESA 8F,0,CC-001,02,0.75,TOTAL KEYS*0.24,0,111,451,4,0.6,451,1,1.5,,,,0,451,2,338.25,338,,,2,,,,6,0,,6,0,8,0,0,,,,6,0,0,111,4.063063063,0.975135135,CITY SOUTH,,CC-001-02
HOTEL,UPSCALE HOTEL 4*,H38USH,CC-001-02_A,CC-001-02_A-567-RESA 8F-H38USH,1,STADIUM PRECINCT,0,6.5,3.5,0,0,No,RESA 8F,0,CC-001,02,0.75,TOTAL KEYS*0.24,0,111,567,5,0.6,567,1,1.5,,,,0,567,3,425.25,425,,,3,,,,7.5,0,,8,0,11,0,0,,,,8,0,0,111,5.108108108,1.225945946,CITY SOUTH,,CC-001-02
HOTEL,UPSCALE HOTEL 4*,H38USH,CC-001-02_A,CC-001-02_A-451-RESA 9F-H38USH,1,STADIUM PRECINCT,0,6.5,3.5,0,0,No,RESA 9F,0,CC-001,02,0.75,TOTAL KEYS*0.24,0,111,451,4,0.6,451,1,1.5,,,,0,451,2,338.25,338,,,2,,,,6,0,,6,0,8,0,0,,,,6,0,0,111,4.063063063,0.975135135,CITY SOUTH,,CC-001-02
HOTEL,UPSCALE HOTEL 4*,H38USH,CC-001-02_A,CC-001-02_A-567-RESA 9F-H38USH,1,STADIUM PRECINCT,0,6.5,3.5,0,0,No,RESA 9F,0,CC-001,02,0.75,TOTAL KEYS*0.24,0,111,567,5,0.6,567,1,1.5,,,,0,567,3,425.25,425,,,3,,,,7.5,0,,8,0,11,0,0,,,,8,0,0,111,5.108108108,1.225945946,CITY SOUTH,,CC-001-02
HOTEL,UPSCALE HOTEL 4*,H38USH,CC-001-02_A,CC-001-02_A-451-RESA 10F-H38USH,1,STADIUM PRECINCT,0,6.5,3.5,0,0,No,RESA 10F,0,CC-001,02,0.75,TOTAL KEYS*0.24,0,111,451,4,0.6,451,1,1.5,,,,0,451,2,338.25,338,,,2,,,,6,0,,6,0,8,0,0,,,,6,0,0,111,4.063063063,0.975135135,CITY SOUTH,,CC-001-02
HOTEL,UPSCALE HOTEL 4*,H38USH,CC-001-02_A,CC-001-02_A-567-RESA 10F-H38USH,1,STADIUM PRECINCT,0,6.5,3.5,0,0,No,RESA 10F,0,CC-001,02,0.75,TOTAL KEYS*0.24,0,111,567,5,0.6,567,1,1.5,,,,0,567,3,425.25,425,,,3,,,,7.5,0,,8,0,11,0,0,,,,8,0,0,111,5.108108108,1.225945946,CITY SOUTH,,CC-001-02
HOTEL,UPSCALE HOTEL 4*,H38USH,CC-001-02_A,CC-001-02_A-451-RESA 11F-H38USH,1,STADIUM PRECINCT,0,6.5,3.5,0,0,No,RESA 11F,0,CC-001,02,0.75,TOTAL KEYS*0.24,0,111,451,4,0.6,451,1,1.5,,,,0,451,2,338.25,338,,,2,,,,6,0,,6,0,8,0,0,,,,6,0,0,111,4.063063063,0.975135135,CITY SOUTH,,CC-001-02
HOTEL,UPSCALE HOTEL 4*,H38USH,CC-001-02_A,CC-001-02_A-567-RESA 11F-H38USH,1,STADIUM PRECINCT,0,6.5,3.5,0,0,No,RESA 11F,0,CC-001,02,0.75,TOTAL KEYS*0.24,0,111,567,5,0.6,567,1,1.5,,,,0,567,3,425.25,425,,,3,,,,7.5,0,,8,0,11,0,0,,,,8,0,0,111,5.108108108,1.225945946,CITY SOUTH,,CC-001-02
HOTEL,UPSCALE HOTEL 4*,H38USH,CC-001-02_A,CC-001-02_A-451-GA LEVEL 12-H38USH,1,STADIUM PRECINCT,0,6.5,3.5,0,0,No,GA LEVEL 12,0,CC-001,02,0.75,TOTAL KEYS*0.24,0,111,451,4,0.6,451,1,1.5,,,,0,451,2,338.25,338,,,2,,,,6,0,,6,0,8,0,0,,,,6,0,0,111,4.063063063,0.975135135,CITY SOUTH,,CC-001-02
HOTEL,UPSCALE HOTEL 4*,H38USH,CC-001-02_A,CC-001-02_A-567-GA LEVEL 12-H38USH,1,STADIUM PRECINCT,0,6.5,3.5,0,0,No,GA LEVEL 12,0,CC-001,02,0.75,TOTAL KEYS*0.24,0,111,567,5,0.6,567,1,1.5,,,,0,567,3,425.25,425,,,3,,,,7.5,0,,8,0,11,0,0,12.71868409,0.635934205,4.386763721,0.635934205,0,0,111,5.108108108,1.225945946,CITY SOUTH,,CC-001-02
HOTEL,UPSCALE HOTEL 4*,H38USH,CC-001-02_A,CC-001-02_A-451-RESA 13F-H38USH,1,STADIUM PRECINCT,0,6.5,3.5,0,0,No,RESA 13F,0,CC-001,02,0.75,TOTAL KEYS*0.24,0,111,451,4,0.6,451,1,1.5,,,,0,451,2,338.25,338,,,2,,,,6,0,,6,0,8,0,0,,,,6,0,0,111,4.063063063,0.975135135,CITY SOUTH,,CC-001-02
HOTEL,UPSCALE HOTEL 4*,H38USH,CC-001-02_A,CC-001-02_A-567-RESA 13F-H38USH,1,STADIUM PRECINCT,0,6.5,3.5,0,0,No,RESA 13F,0,CC-001,02,0.75,TOTAL KEYS*0.24,0,111,567,5,0.6,567,1,1.5,,,,0,567,3,425.25,425,,,3,,,,7.5,0,,8,0,11,0,0,,,,8,0,0,111,5.108108108,1.225945946,CITY SOUTH,,CC-001-02
HOTEL,UPSCALE HOTEL 4*,H38USH,CC-001-02_A,CC-001-02_A-451-RESA 14F-H38USH,1,STADIUM PRECINCT,0,6.5,3.5,0,0,No,RESA 14F,0,CC-001,02,0.75,TOTAL KEYS*0.24,0,111,451,4,0.6,451,1,1.5,,,,0,451,2,338.25,338,,,2,,,,6,0,,6,0,8,0,0,,,,6,0,0,111,4.063063063,0.975135135,CITY SOUTH,,CC-001-02
HOTEL,UPSCALE HOTEL 4*,H38USH,CC-001-02_A,CC-001-02_A-567-RESA 14F-H38USH,1,STADIUM PRECINCT,0,6.5,3.5,0,0,No,RESA 14F,0,CC-001,02,0.75,TOTAL KEYS*0.24,0,111,567,5,0.6,567,1,1.5,,,,0,567,3,425.25,425,,,3,,,,7.5,0,,8,0,11,0,0,,,,8,0,0,111,5.108108108,1.225945946,CITY SOUTH,,CC-001-02
HOTEL,UPSCALE HOTEL 4*,H38USH,CC-001-02_A,CC-001-02_A-451-RESA 15F-H38USH,1,STADIUM PRECINCT,0,6.5,3.5,0,0,No,RESA 15F,0,CC-001,02,0.75,TOTAL KEYS*0.24,0,111,451,4,0.6,451,1,1.5,,,,0,451,2,338.25,338,,,2,,,,6,0,,6,0,8,0,0,,,,6,0,0,111,4.063063063,0.975135135,CITY SOUTH,,CC-001-02
HOTEL,UPSCALE HOTEL 4*,H38USH,CC-001-02_A,CC-001-02_A-567-RESA 15F-H38USH,1,STADIUM PRECINCT,0,6.5,3.5,0,0,No,RESA 15F,0,CC-001,02,0.75,TOTAL KEYS*0.24,0,111,567,5,0.6,567,1,1.5,,,,0,567,3,425.25,425,,,3,,,,7.5,0,,8,0,11,0,0,,,,8,0,0,111,5.108108108,1.225945946,CITY SOUTH,,CC-001-02
HOTEL,UPSCALE HOTEL 4*,H38USH,CC-001-02_A,CC-001-02_A-451-RESA 16F-H38USH,1,STADIUM PRECINCT,0,6.5,3.5,0,0,No,RESA 16F,0,CC-001,02,0.75,TOTAL KEYS*0.24,0,111,451,4,0.6,451,1,1.5,,,,0,451,2,338.25,338,,,2,,,,6,0,,6,0,8,0,0,,,,6,0,0,111,4.063063063,0.975135135,CITY SOUTH,,CC-001-02
HOTEL,UPSCALE HOTEL 4*,H38USH,CC-001-02_A,CC-001-02_A-567-RESA 16F-H38USH,1,STADIUM PRECINCT,0,6.5,3.5,0,0,No,RESA 16F,0,CC-001,02,0.75,TOTAL KEYS*0.24,0,111,567,5,0.6,567,1,1.5,,,,0,567,3,425.25,425,,,3,,,,7.5,0,,8,0,11,0,0,,,,8,0,0,111,5.108108108,1.225945946,CITY SOUTH,,CC-001-02
HOTEL,UPSCALE HOTEL 4*,H38USH,CC-001-02_A,CC-001-02_A-451-RESA 17F-H38USH,1,STADIUM PRECINCT,0,6.5,3.5,0,0,No,RESA 17F,0,CC-001,02,0.75,TOTAL KEYS*0.24,0,111,451,4,0.6,451,1,1.5,,,,0,451,2,338.25,338,,,2,,,,6,0,,6,0,8,0,0,,,,6,0,0,111,4.063063063,0.975135135,CITY SOUTH,,CC-001-02
HOTEL,UPSCALE HOTEL 4*,H38USH,CC-001-02_A,CC-001-02_A-567-RESA 17F-H38USH,1,STADIUM PRECINCT,0,6.5,3.5,0,0,No,RESA 17F,0,CC-001,02,0.75,TOTAL KEYS*0.24,0,111,567,5,0.6,567,1,1.5,,,,0,567,3,425.25,425,,,3,,,,7.5,0,,8,0,11,0,0,,,,8,0,0,111,5.108108108,1.225945946,CITY SOUTH,,CC-001-02
HOTEL,UPSCALE HOTEL 4*,H38USH,CC-001-02_A,CC-001-02_A-451-RESA 18F-H38USH,1,STADIUM PRECINCT,0,6.5,3.5,0,0,No,RESA 18F,0,CC-001,02,0.75,TOTAL KEYS*0.24,0,111,451,4,0.6,451,1,1.5,,,,0,451,2,338.25,338,,,2,,,,6,0,,6,0,8,0,0,,,,6,0,0,111,4.063063063,0.975135135,CITY SOUTH,,CC-001-02
HOTEL,UPSCALE HOTEL 4*,H38USH,CC-001-02_A,CC-001-02_A-567-RESA 18F-H38USH,1,STADIUM PRECINCT,0,6.5,3.5,0,0,No,RESA 18F,0,CC-001,02,0.75,TOTAL KEYS*0.24,0,111,567,5,0.6,567,1,1.5,,,,0,567,3,425.25,425,,,3,,,,7.5,0,,8,0,11,0,0,,,,8,0,0,111,5.108108108,1.225945946,CITY SOUTH,,CC-001-02
HOTEL,UPSCALE HOTEL 4*,H38USH,CC-001-02_A,CC-001-02_A-451-RESA 19F-H38USH,1,STADIUM PRECINCT,0,6.5,3.5,0,0,No,RESA 19F,0,CC-001,02,0.75,TOTAL KEYS*0.24,0,111,451,4,0.6,451,1,1.5,,,,0,451,2,338.25,338,,,2,,,,6,0,,6,0,8,0,0,,,,6,0,0,111,4.063063063,0.975135135,CITY SOUTH,,CC-001-02
HOTEL,UPSCALE HOTEL 4*,H38USH,CC-001-02_A,CC-001-02_A-567-RESA 19F-H38USH,1,STADIUM PRECINCT,0,6.5,3.5,0,0,No,RESA 19F,0,CC-001,02,0.75,TOTAL KEYS*0.24,0,111,567,5,0.6,567,1,1.5,,,,0,567,3,425.25,425,,,3,,,,7.5,0,,8,0,11,0,0,,,,8,0,0,111,5.108108108,1.225945946,CITY SOUTH,,CC-001-02
